"","DOY","VPD_max_1998","VPD_min_1998","VPD_max_1999","VPD_min_1999"
"28",162,22.8476801639417,6.48712527837988,26.0027827379177,8.23312843613377
"29",163,23.1709502902932,6.67563368035914,26.2721306027517,8.31076943336306
"30",164,23.6359025998024,6.94479202205466,26.5359175913494,8.38015005658156
"31",165,24.2306646686933,7.28751981818303,26.7908337872186,8.43925356210356
"32",166,24.9387156356145,7.69172028646399,27.0391214536759,8.48999784200342
"33",167,25.7392960237312,8.14319402765752,27.2883115122816,8.53481159154377
"34",168,26.6073187350885,8.62763658690486,27.5420720012733,8.57472080073843
"35",169,27.5155181714881,9.13087110032573,27.7993778770765,8.60961174744897
"36",170,28.4359283246476,9.63607355332599,28.0560017179958,8.63764755729774
"37",171,29.3345910378173,10.122053067243,28.2995303662344,8.65137585631802
"38",172,30.1778323402917,10.5655672554476,28.5132589304103,8.64078147143038
"39",173,30.9373458887054,10.9464235165474,28.6788350249176,8.5960371740913
"40",174,31.5867067278581,11.2452275219174,28.779207806079,8.5072546323086
"41",175,32.1008772214863,11.443121617041,28.8012010385322,8.36471477782689
"42",176,32.4566011363452,11.5250321139125,28.7310333921623,8.16044636286714
"43",177,32.6353437800119,11.4810090301279,28.5559673601216,7.88996511590126
"44",178,32.6224916262029,11.3073929061833,28.2672351292821,7.55289269891508
"45",179,32.4075197642099,11.0051401105614,27.8592782827686,7.15423409096412
"46",180,31.9842733463823,10.5790726684114,27.3310619618756,6.70201650385697
"47",181,31.3555008221371,10.0393914879695,26.68291890853,6.20602392504968
"48",182,30.5394622586955,9.40554263439132,25.9129927090683,5.67573622633587
"49",183,29.5700622259906,8.7088786001899,25.0204577259384,5.12094375361519
"50",184,28.4980050178444,7.98746051906578,24.0180099985773,4.5546181008161
"51",185,27.3932369104448,7.28194756886767,22.9359920908187,3.9923687957601
"52",186,26.3360895422864,6.63036266190003,21.809663190163,3.4475952569848
"53",187,25.4057602666445,6.06223831218889,20.6711231858149,2.93100900028762
"54",188,24.6651448151745,5.59582023308673,19.5521782916172,2.45301568293352
"55",189,24.1422114728803,5.2378462233649,18.4866722626027,2.02228455259898
"56",190,23.8262604907459,4.98426828192136,17.5024306690816,1.64361564802236
"57",191,23.6755494892429,4.82097155453943,16.6188253426197,1.31869007522658
"58",192,23.6267400937597,4.72444315412575,15.8430723844706,1.04683335033936
"59",193,23.6090362782131,4.66363961806225,15.1732191823072,0.825406711433996
"60",194,23.5596330531799,4.60726978990481,14.6019402183049,0.65001036356784
"61",195,23.4304762466421,4.53010470266104,14.1159170021376,0.515776798521275
"62",196,23.1867759485914,4.41279909950052,13.7076396891705,0.419034279617344
"63",197,22.8041458921879,4.24198197531019,13.3801031156885,0.356059070111812
"64",198,22.2785981889528,4.01631667399373,13.1348505007154,0.322457846424107
"65",199,21.6376454556766,3.74915176811597,12.9658430799414,0.313184452321181
"66",200,20.9287643297074,3.46020583831687,12.8659211745826,0.322923650735777
"67",201,20.210123828852,3.17211471786368,12.8251434163069,0.346768080839975
"68",202,19.5434516957062,2.90537137734128,12.8285000762951,0.379745716089996
"69",203,18.9842662933813,2.67531404489404,12.8630097757935,0.418173776526985
"70",204,18.5717250869914,2.49188733310325,12.9235088066874,0.461655270453309
"71",205,18.3218023233405,2.35995022706346,13.0103960908412,0.510927126354042
"72",206,18.2230396884112,2.27958577271316,13.1242060594781,0.566859126495098
"73",207,18.2428449289062,2.24634208618675,13.2624460785542,0.630272237160472
"74",208,18.3377779576922,2.25183737523295,13.4234445810031,0.701856380218928
"75",209,18.4694680523378,2.2866839177801,13.608772972957,0.782416987747804
"76",210,18.615218597095,2.34574939445585,13.8223356629492,0.872939040026639
"77",211,18.7692938594654,2.42776438410476,14.0680560210796,0.973338196614108
"78",212,18.9340074798236,2.53203110839502,14.3429702776632,1.08200764952672
"79",213,19.1111964281587,2.65644113662306,14.6383815626131,1.19572807799503
"80",214,19.2980071322677,2.79543148652793,14.9418607425213,1.31029978849759
"81",215,19.482723243556,2.93932372032549,15.2472358238988,1.42337498735178
"82",216,19.6441726384281,3.07464005803,15.5575760455757,1.53647006832664
"83",217,19.7594729435255,3.18735198171077,15.8815824383611,1.65215319366625
"84",218,19.8170559974819,3.26934918558026,16.229543717608,1.77399903268958
"85",219,19.8185085222362,3.31811306441303,16.6061771505853,1.90411700727367
"86",220,19.7666851722136,3.33245494836696,17.0072092308423,2.04251530938921
"87",221,19.6663782677833,3.3144301601239,17.4257010701062,2.18758490959999
"88",222,19.526157306147,3.26957593082042,17.854992548891,2.33835438117235
"89",223,19.3600921024786,3.20598865752413,18.2927640510737,2.49507693580423
"90",224,19.1809276799523,3.13121677134349,18.7350609560579,2.65534854311926
"91",225,18.9996332696591,3.05430479159982,19.1665631223931,2.81289639532556
"92",226,18.8281839595267,2.98358365644651,19.5680541930851,2.96028699871653
"93",227,18.6769232934197,2.92550122075593,19.9271294164205,3.0950680276047
"94",228,18.55293365025,2.88293475967959,20.240374223131,3.21744273343543
"95",229,18.4614121477995,2.85721630818062,20.5018640401804,3.32400086031822
"96",230,18.4088418382611,2.84991378080631,20.6983624622937,3.40754199817254
"97",231,18.4003051955206,2.86365601814179,20.8164515132277,3.46253620189585
"98",232,18.4346033602487,2.89934318600314,20.8488987124633,3.48913716552538
"99",233,18.5042184330532,2.95622587185794,20.7915042996055,3.48823397598505
"100",234,18.5993578982888,3.03188476170563,20.6373607731098,3.45764118689259
"101",235,18.7090520494157,3.12178203777401,20.3820035400744,3.39490727287548
"102",236,18.8205896216245,3.22228244220003,20.0318030918801,3.30252131446259
"103",237,18.9279886066598,3.33539760858359,19.6081197586091,3.18898214275799
"104",238,19.0341855083163,3.46500996217143,19.1435708559963,3.0676842123558
"105",239,19.13428027669,3.61077562522582,18.6777653757884,2.95378058509421
"106",240,19.2139161047016,3.76760896630778,18.2513769381765,2.86268295741533
"107",241,19.2570380735382,3.92816487919056,17.8997538237522,2.80791882972165
"108",242,19.2545319094658,4.08518504326279,17.6454992211692,2.79865357275198
"109",243,19.2058179233516,4.22744569154086,17.500878671655,2.83918996888961
"110",244,19.1148955281176,4.34398398418668,17.4726346344853,2.92912576232608
"111",245,18.9933058410974,4.43041792499967,17.5600177802795,3.06370551221587
"112",246,18.8648534846166,4.49085931117314,17.7498965751159,3.23324179685415
"113",247,18.7639184015319,4.53696362748731,18.0152143993072,3.422763165801
"114",248,18.7253113340428,4.58214987739194,18.3157167973332,3.61212566015963
"115",249,18.7673385733118,4.6330542467439,18.6044961797739,3.77816879968512
"116",250,18.8838114968258,4.68775100854976,18.8383512780462,3.90033626794374
"117",251,19.0554739548321,4.73813410852434,18.9859231546198,3.96470512545508
"118",252,19.2623745283139,4.77728333305887,19.0299747229923,3.96531375037306
"119",253,19.4915982971231,4.80340704068434,18.9701748942921,3.90615322719783
"120",254,19.7335569703228,4.81826338425399,18.822215410856,3.80059086519019
"121",255,19.9788956133529,4.82475884247514,18.6035284214492,3.65978427077542
"122",256,20.2180493305587,4.82686418550079,18.3259684966693,3.4918803396193
"123",257,20.4400751715692,4.82697747973344,17.9971531884356,3.30464062663034
"124",258,20.635848109538,4.82561140785244,17.6306986508609,3.11001424132124
"125",259,20.7973802119559,4.82221705328464,17.2473001248499,2.92301912599321
"126",260,20.922170237545,4.81725193222527,16.8752123382303,2.75866754141748
"127",261,21.0109727122973,4.81233389433044,16.5419026952658,2.62943807394576
"128",262,21.0669514765259,4.80936826678283,16.2740593128645,2.54694116802391
"129",263,21.0955751475744,4.81185869744482,16.0944653339553,2.52295294776519
"130",264,21.107143707206,4.82621372876879,16.0234530134894,2.56728367298152
"131",265,21.114510965511,4.86032571888469,16.0728225956638,2.68596717574266
"132",266,21.1262147082546,4.92148187599771,16.2482873231827,2.88224472379367
"133",267,21.1433908040195,5.01301885949342,16.5501077793445,3.15812505547387
"134",268,21.1608406579817,5.13198167345023,16.9742197302797,3.51129947050673
"135",269,21.1731987194454,5.27178015629258,17.5065012398986,3.93357271463025
"136",270,21.1805094511759,5.42746198546668,18.1226955285865,4.41092684411611
"137",271,21.1839255654412,5.59482955583378,18.7925127483848,4.92619267401443
"138",272,21.1858571382149,5.77126097386406,19.4831200648504,5.46073757070497
"139",273,21.192302075136,5.9585829098147,20.1647036384452,5.99638862690725
"140",274,21.2134658120922,6.16156964708949,20.8131932400298,6.51747573080254
"141",275,21.2585120216068,6.38205246787398,21.4044913410246,7.01061727102962
"142",276,21.3335948274916,6.61754719026227,21.9186430642506,7.46484419752635
"143",277,21.4412987461336,6.86218402964423,22.3419630367474,7.87197269882522
"144",278,21.5801213914699,7.1071061816638,22.6673781325668,8.22730420586358
"145",279,21.7401362659878,7.33962353937801,22.8950005904924,8.53001083512783
"146",280,21.8976427281635,7.5423735044811,23.0350101599709,8.78367377128363
"147",281,22.0206252518336,7.69491232155962,23.1044517431616,8.99424695896946
"148",282,22.0755221697928,7.77971319911425,23.1182121779488,9.16478566362648
"149",283,22.0323168015961,7.7844663745532,23.0794472233961,9.29278268258186
"150",284,21.8658428553734,7.7003934217929,22.983431182807,9.37235199441435
"151",285,21.5568216589979,7.52199078443636,22.8242391703056,9.39826554238297
"152",286,21.09311544607,7.2475332363143,22.6000423096052,9.36983285156692
"153",287,20.4750752256241,6.88189020433937,22.3160955733329,9.29235541375981
"154",288,19.7191491214018,6.43941897131745,21.9847473799852,9.17560511977571
"155",289,18.8575173631584,5.94281324777214,21.6270883548309,9.03395416762591
"156",290,17.9336518475622,5.41969815494639,21.2718856848808,8.884914693196
"157",291,16.9913314107727,4.89360672289686,20.9468659305439,8.74386743534355
"158",292,16.065069118739,4.38210231570092,20.6664049515454,8.61728203532551
"159",293,15.1871543753407,3.90158861852536,20.4282234604082,8.50164908774671
"160",294,14.3973522069999,3.47245430620487,20.2175415434917,8.38706960273506
"161",295,13.7440153182375,3.11497231389721,20.0109089104321,8.26257960391174
"162",296,13.2721674918047,2.84536645512048,19.7851095976882,8.1182533384
"163",297,13.0089427719795,2.67461803714407,19.5230507568674,7.94745349795588
"164",298,12.9646289665908,2.60926009291749,19.2152961466643,7.74896782986771
"165",299,13.1396294713513,2.65149538043305,18.8613847322854,7.52722271845305
"166",300,13.5287590326633,2.79973191318261,18.4698649953868,7.29157654618463
"167",301,14.1187119782472,3.04811096596579,18.0535439231142,7.05283417726652
"168",302,14.8889949458105,3.38633276184149,17.6227321464861,6.81676364159941
"169",303,15.813059158675,3.80146515779022,17.1844286295621,6.584226553956
"170",304,16.8606237589195,4.27967971900033,16.743516151296,6.35412701563721
